sentence_id,original_length,token_count,tokens_after_stopword_removal,unique_tokens,unique_stemmed,unique_lemmatized
1922,71,11,6,6,6,6
1923,194,27,20,19,19,19
1924,168,29,17,17,17,17
1925,105,17,11,11,11,11
1926,87,12,6,6,6,6
1927,89,16,7,7,7,7
1928,165,31,17,17,17,17
1929,183,27,17,17,17,17
1930,171,28,14,14,14,14
1931,165,25,17,17,17,17
1932,47,8,5,5,5,5
1933,249,43,26,25,25,25
1934,118,17,12,12,12,12
1935,184,33,18,18,17,17
1936,57,11,6,6,6,6
1937,113,18,12,12,12,12
1938,143,22,13,13,13,13
1939,257,40,26,25,25,25
1940,123,21,12,12,12,12
1941,115,20,11,11,11,11
1942,149,25,16,16,16,16
1943,91,13,7,7,7,7
1944,98,16,8,8,8,8
1945,33,4,2,2,2,2
1946,73,10,7,7,7,7
1947,169,27,14,14,14,14
1948,80,13,9,9,9,9
1949,56,10,8,8,8,8
1950,198,31,17,16,16,16
1951,79,12,7,7,7,7
1952,35,7,3,3,3,3
1953,128,21,15,14,14,14
1954,81,12,8,7,7,7
1955,95,16,9,9,9,9
1956,90,14,6,6,6,6
1957,40,6,4,4,4,4
1958,133,23,16,16,16,16
1959,127,20,11,11,11,11
1960,31,7,3,3,3,3
1961,77,11,7,7,7,7
1962,119,18,11,11,11,11
1963,253,41,25,24,24,24
1964,315,46,30,27,27,27
1965,282,43,26,25,25,25
1966,220,35,20,20,20,20
1967,232,36,20,20,20,20
1968,166,23,15,15,15,15
1969,250,39,25,25,25,25
1970,164,23,16,16,16,16
1971,184,29,14,14,14,14
1972,236,38,21,21,21,21
1973,287,47,28,28,28,28
1974,218,36,22,22,22,22
1975,266,48,25,24,24,24
1976,263,41,25,25,25,25
1977,305,48,28,28,28,28
1978,292,47,28,27,27,27
1979,196,28,20,20,20,20
1980,205,33,20,20,20,20
1981,168,30,16,15,15,15
1982,123,19,13,13,13,13
1983,163,25,14,14,14,14
1984,42,7,5,5,5,5
1985,88,16,8,8,8,8
1986,45,9,1,1,1,1
1987,131,19,13,13,13,13
1988,94,14,9,9,9,9
1989,163,28,15,15,15,15
1990,130,21,12,12,12,12
1991,105,19,12,12,12,12
1992,152,27,16,15,15,15
1993,133,21,12,12,12,12
1994,26,3,2,2,2,2
1995,195,35,19,17,17,17
1996,184,31,18,18,18,18
1997,10,2,2,2,2,2
1998,35,5,4,4,4,4
1999,91,15,9,9,9,9
2000,219,35,22,21,21,21
2001,55,12,6,6,6,6
2002,70,9,8,8,8,8
2003,26,5,4,4,4,4
2004,88,16,10,9,8,8
2005,45,9,4,4,4,4
2006,40,5,3,3,3,3
2007,95,18,9,9,9,9
2008,67,11,5,5,5,5
2009,52,10,4,4,4,4
2010,42,6,5,5,5,5
2011,72,12,7,7,7,7
2012,126,20,11,11,11,11
2013,88,17,8,8,8,8
2014,147,22,14,14,14,14
2015,75,11,8,8,8,8
2016,121,20,9,9,9,9
2017,65,10,5,5,5,5
2018,87,15,12,12,12,12
2019,143,25,15,14,14,14
2020,135,20,15,14,14,14
2021,41,8,6,6,6,6
2022,114,19,14,14,14,14
2023,89,12,9,9,9,9
2024,93,15,9,9,9,9
2025,199,34,22,22,22,22
2026,109,18,14,13,13,13
2027,146,21,15,15,15,15
2028,117,15,11,11,11,11
2029,153,29,17,16,16,16
2030,89,14,8,8,8,8
2031,229,34,24,22,22,22
2032,238,36,22,21,21,21
2033,121,14,11,11,11,11
2034,206,30,19,19,19,19
2035,314,47,26,24,23,23
2036,116,22,14,13,13,13
2037,215,35,21,21,21,21
2038,264,38,23,23,23,23
2039,35,6,3,3,3,3
2040,109,19,12,12,12,12
2041,83,12,5,5,5,5
2042,86,13,5,5,5,5
2043,113,18,11,11,11,11
2044,82,13,5,5,5,5
2045,101,15,11,11,11,11
2046,147,26,15,15,14,14
2047,250,37,23,23,23,23
2048,147,21,14,14,14,14
2049,201,31,22,21,21,21
2050,36,6,3,3,3,3
2051,131,22,13,13,12,13
2052,52,8,4,4,4,4
2053,189,33,18,18,18,18
2054,196,30,15,15,14,15
2055,32,6,2,2,2,2
2056,86,15,7,7,7,7
2057,91,13,7,7,7,7
2058,98,15,8,8,8,8
2059,155,25,12,12,12,12
2060,157,19,13,12,12,12
2061,153,22,15,14,14,14
2062,291,47,27,25,25,25
2063,131,16,9,9,9,9
2064,78,12,6,6,6,6
2065,212,32,15,14,13,14
2066,125,18,16,15,15,15
2067,130,23,14,14,14,14
2068,193,33,17,16,16,16
2069,471,69,42,32,32,32
2070,81,11,11,11,11,11
2071,186,33,17,16,16,16
2072,193,31,16,16,16,16
2073,81,11,6,6,6,6
2074,108,19,10,10,10,10
2075,88,16,6,6,6,6
2076,33,5,5,5,5,5
2077,245,38,21,21,21,21
2078,197,32,16,16,16,16
2079,65,10,6,6,6,6
2080,36,5,4,4,4,4
2081,412,68,35,33,33,33
2082,114,20,9,9,9,9
2083,146,25,12,12,12,12
2084,130,20,10,10,10,10
2085,186,30,16,16,16,16
2086,231,33,21,19,19,19
2087,32,5,5,5,5,5
2088,202,31,24,21,21,21
2089,82,12,8,8,8,8
2090,155,27,14,12,12,12
2091,162,27,16,16,16,16
2092,49,9,4,4,4,4
2093,127,18,12,12,12,12
2094,138,22,15,15,15,15
2095,228,38,17,16,16,16
2096,62,11,5,5,5,5
2097,167,27,17,17,17,17
2098,215,32,20,20,20,20
2099,242,43,25,23,23,23
2100,209,37,18,17,17,17
2101,379,61,34,29,29,29
2102,339,58,31,31,31,31
2103,166,24,17,17,17,17
2104,155,23,13,13,13,13
2105,316,48,28,28,27,27
2106,199,27,18,18,18,18
2107,18,2,2,2,2,2
2108,189,37,17,16,16,16
2109,120,21,12,11,11,11
2110,105,23,6,6,6,6
2111,57,10,4,4,4,4
2112,151,27,11,11,11,11
2113,18,4,1,1,1,1
2114,81,16,7,7,7,7
2115,19,3,1,1,1,1
2116,19,3,1,1,1,1
2117,19,4,1,1,1,1
2118,113,19,8,8,8,8
2119,100,14,8,7,7,7
2120,124,15,11,11,11,11
2121,185,35,14,13,13,13
2122,160,24,12,12,11,12
2123,55,11,5,5,5,5
2124,117,22,10,10,10,10
2125,166,27,17,17,17,17
2126,26,5,2,2,2,2
2127,48,9,4,4,4,4
2128,76,13,6,6,6,6
2129,158,25,15,13,13,13
2130,58,8,3,3,3,3
2131,19,4,0,0,0,0
2132,132,23,12,12,12,12
2133,107,19,8,8,8,8
2134,65,11,4,4,4,4
2135,109,18,10,10,10,10
2136,81,16,10,10,10,10
2137,44,9,3,3,3,3
2138,42,6,3,3,3,3
2139,76,18,5,5,5,5
2140,158,27,16,16,16,16
2141,98,18,10,9,9,9
2142,63,9,4,4,4,4
2143,327,55,32,31,31,31
2144,184,26,16,15,15,15
2145,176,26,14,14,14,14
2146,318,47,24,22,21,21
2147,64,12,7,7,7,7
2148,284,46,27,22,21,21
2149,271,50,22,15,15,15
2150,25,4,2,2,2,2
2151,135,19,14,14,14,14
2152,135,22,12,12,12,12
2153,30,6,1,1,1,1
2154,163,30,16,15,15,15
2155,132,24,10,10,10,10
2156,82,18,8,7,7,7
2157,140,25,12,12,12,12
2158,152,26,13,13,13,13
2159,65,14,7,7,7,7
2160,144,26,11,11,11,11
2161,235,40,24,23,23,23
2162,150,29,12,12,12,12
2163,29,6,2,2,2,2
2164,242,42,20,18,17,18
2165,29,6,4,4,4,4
2166,36,8,2,2,2,2
2167,24,5,1,1,1,1
2168,20,4,0,0,0,0
2169,53,8,4,4,4,4
2170,29,6,3,3,3,3
2171,112,21,13,13,13,13
2172,223,36,24,24,24,24
2173,240,37,24,23,23,23
2174,148,17,12,12,12,12
2175,81,12,8,8,8,8
2176,104,18,12,12,12,12
2177,166,25,16,16,16,16
2178,67,11,7,7,7,7
2179,84,13,11,11,11,11
2180,169,28,14,14,14,14
2181,119,19,9,9,9,9
2182,95,16,10,10,10,10
2183,196,35,21,20,20,20
2184,132,17,11,11,11,11
2185,58,8,5,5,5,5
2186,77,11,9,8,8,8
2187,178,28,16,16,16,16
2188,155,24,15,15,15,15
2189,107,19,11,11,11,11
2190,147,24,13,13,13,13
2191,141,27,13,13,13,13
2192,144,22,13,13,13,13
2193,139,21,14,14,14,14
2194,82,14,9,9,9,9
2195,159,23,12,12,12,12
2196,112,16,11,11,11,11
2197,161,26,15,15,15,15
2198,109,20,12,12,12,12
2199,168,28,16,16,16,16
2200,154,25,15,15,15,15
2201,63,10,7,7,7,7
2202,106,18,10,9,9,9
2203,101,17,7,7,7,7
2204,198,32,21,19,19,19
2205,94,18,12,11,11,11
2206,66,11,7,7,7,7
2207,45,8,3,3,3,3
2208,116,20,11,10,10,10
2209,118,21,10,10,10,10
2210,114,20,13,13,13,13
2211,159,29,14,13,13,13
2212,193,29,20,20,20,20
2213,124,21,11,11,11,11
2214,116,17,11,11,11,11
2215,74,12,8,8,8,8
2216,19,4,2,2,2,2
2217,29,4,4,4,4,4
2218,132,22,14,14,14,14
2219,24,4,4,4,4,4
2220,78,13,10,10,10,10
2221,88,15,15,12,12,12
2222,92,15,10,10,10,10
2223,48,7,7,7,7,7
2224,21,3,3,3,3,3
2225,85,14,9,9,9,9
2226,23,4,4,4,4,4
2227,61,10,6,6,6,6
2228,234,44,36,30,30,30
2229,166,24,20,18,18,18
2230,124,18,17,14,13,13
2231,138,25,17,16,16,16
2232,31,5,3,3,3,3
2233,100,15,13,12,11,11
2234,126,20,20,15,15,15
2235,90,10,9,9,9,9
2236,237,45,39,19,18,18
2237,138,23,23,17,16,16
2238,121,20,13,13,13,13
2239,104,13,13,13,13,13
2240,96,13,10,10,10,10
2241,215,35,26,24,24,24
2242,135,20,18,17,17,17
2243,115,13,13,11,11,11
2244,31,4,4,4,4,4
2245,279,38,35,29,28,28
2246,31,4,4,4,4,4
2247,43,6,6,6,6,6
2248,106,18,11,11,10,10
2249,145,23,15,14,14,14
2250,184,27,21,21,21,21
2251,65,10,7,7,7,7
2252,137,22,11,11,11,11
2253,103,19,7,7,7,7
2254,40,7,3,3,3,3
2255,101,20,10,10,10,10
2256,163,26,16,14,14,14
2257,131,21,14,13,13,13
2258,101,14,10,10,10,10
2259,69,13,6,6,6,6
2260,60,11,6,6,6,6
2261,206,31,19,19,19,19
2262,94,14,10,10,10,10
2263,66,11,7,7,7,7
2264,126,21,12,12,12,12
2265,81,14,7,7,7,7
2266,145,17,14,14,14,14
2267,112,16,12,12,12,12
2268,311,51,33,28,28,28
2269,213,34,22,22,22,22
2270,178,29,16,15,15,15
2271,133,20,11,11,11,11
2272,158,27,17,17,17,17
2273,198,29,15,15,15,15
2274,102,15,8,8,8,8
2275,221,35,19,19,19,19
2276,141,19,9,9,9,9
2277,142,21,11,10,10,10
2278,194,30,16,16,16,16
2279,91,13,7,7,7,7
2280,180,26,15,14,13,13
2281,64,12,4,4,4,4
2282,129,18,11,11,11,11
2283,76,12,5,5,5,5
2284,236,33,18,16,15,16
2285,266,41,25,23,23,23
2286,266,41,21,21,21,21
2287,275,44,25,24,24,24
2288,138,21,13,13,13,13
2289,182,30,14,14,14,14
2290,276,44,25,21,21,21
2291,349,62,27,26,24,25
2292,144,22,15,15,15,15
2293,121,17,11,11,11,11
2294,187,31,15,15,15,15
2295,185,26,17,17,17,17
2296,155,22,14,14,14,14
2297,196,28,19,19,19,19
2298,212,32,17,15,15,15
2299,206,27,19,19,19,19
2300,240,35,19,18,18,18
2301,173,26,14,14,14,14
2302,500,75,44,42,40,41
2303,285,46,26,24,24,24
2304,98,15,10,10,10,10
2305,186,26,15,14,14,14
2306,181,32,15,15,14,15
2307,134,19,11,11,10,11
2308,38,5,4,4,4,4
2309,239,37,22,22,22,22
2310,271,43,25,25,24,24
2311,67,10,5,5,5,5
2312,74,12,5,5,5,5
2313,63,12,5,5,5,5
2314,152,23,13,13,13,13
2315,270,40,21,20,20,20
2316,122,18,10,10,10,10
2317,212,36,17,17,16,16
2318,140,21,11,11,11,11
2319,57,9,4,4,4,4
2320,133,22,15,15,15,15
2321,216,37,16,16,16,16
2322,123,20,11,11,11,11
2323,57,12,3,3,3,3
2324,122,19,11,11,11,11
2325,164,23,13,13,13,13
2326,43,6,5,5,5,5
2327,200,34,15,15,15,15
2328,62,10,6,6,6,6
2329,123,21,12,12,12,12
2330,138,26,17,17,17,17
2331,90,13,8,8,8,8
2332,272,42,29,27,27,27
2333,46,8,5,5,5,5
2334,90,15,10,10,10,10
2335,196,31,16,16,16,16
2336,138,20,12,12,12,12
2337,125,20,12,12,12,12
2338,149,23,13,13,13,13
2339,109,14,10,10,10,10
2340,125,21,14,14,14,14
2341,150,26,17,16,16,16
2342,222,31,21,21,19,19
2343,135,20,13,13,13,13
2344,120,19,13,13,13,13
2345,91,14,9,9,9,9
2346,192,28,23,19,19,19
2347,93,18,11,11,11,11
2348,158,24,15,15,15,15
2349,23,4,3,3,3,3
2350,75,15,8,8,8,8
2351,119,20,14,14,14,14
2352,240,40,19,19,19,19
2353,117,19,13,12,12,12
2354,79,13,8,7,7,7
2355,203,30,20,20,20,20
2356,225,32,18,18,18,18
2357,92,15,8,8,8,8
2358,223,38,21,18,18,18
2359,71,12,8,8,8,8
2360,80,15,10,10,10,10
2361,190,33,19,17,17,17
2362,203,30,20,20,20,20
2363,75,11,8,8,8,8
2364,88,15,8,8,8,8
2365,198,32,20,20,20,20
2366,30,6,3,3,3,3
2367,216,28,18,18,18,18
2368,94,16,9,9,9,9
2369,202,30,16,16,16,16
2370,114,21,11,11,11,11
2371,106,17,11,11,11,11
2372,89,12,8,8,8,8
2373,115,17,11,11,11,11
2374,115,19,12,12,12,12
2375,133,20,13,13,13,13
2376,153,27,15,15,15,15
2377,69,9,5,5,5,5
2378,97,13,10,10,10,10
2379,203,31,18,18,18,18
2380,139,20,14,14,14,14
2381,76,12,8,8,8,8
2382,257,42,25,24,24,24
2383,90,16,10,10,10,10
2384,81,10,7,7,7,7
2385,121,18,10,10,10,10
2386,44,7,3,3,3,3
2387,118,21,15,14,14,14
2388,64,11,6,6,6,6
2389,192,34,19,19,19,19
2390,55,11,5,5,5,5
2391,144,23,16,16,16,16
2392,52,10,4,4,4,4
2393,40,7,3,3,3,3
2394,160,23,18,17,17,17
2395,161,23,14,14,14,14
2396,114,24,12,12,12,12
2397,135,22,12,12,12,12
2398,92,17,10,10,10,10
2399,27,6,3,3,3,3
2400,203,32,22,19,19,19
2401,150,26,14,14,14,14
2402,136,23,15,14,14,14
2403,52,8,6,6,6,6
2404,203,30,18,17,17,17
2405,94,14,9,9,9,9
2406,139,23,11,11,11,11
2407,106,18,13,11,11,11
2408,76,14,11,11,11,11
2409,189,35,18,17,17,17
2410,85,12,7,7,7,7
2411,281,47,27,24,23,24
2412,142,23,15,13,13,13
2413,157,28,18,17,17,17
2414,304,49,30,28,28,28
2415,169,28,18,18,18,18
2416,197,27,17,16,16,16
2417,132,18,14,12,12,12
2418,219,39,23,21,21,21
2419,104,19,10,9,9,9
2420,175,27,17,17,17,17
2421,97,17,9,8,8,8
2422,160,26,18,18,18,18
2423,203,34,19,19,18,19
2424,250,36,20,18,17,17
2425,128,19,11,11,11,11
2426,171,23,21,19,19,19
2427,142,28,14,12,12,12
2428,133,20,13,13,13,13
2429,120,21,12,12,12,12
2430,70,11,6,6,6,6
2431,53,8,5,5,5,5
2432,122,21,14,14,14,14
2433,111,19,11,11,11,11
2434,165,24,17,17,17,17
2435,156,26,16,16,16,16
2436,164,27,16,16,16,16
2437,23,4,2,2,2,2
2438,147,26,13,13,13,13
2439,133,21,14,14,14,14
2440,168,29,18,16,16,16
2441,132,22,12,12,12,12
2442,104,17,8,8,8,8
2443,140,19,14,12,11,12
2444,144,20,12,10,10,10
2445,93,15,8,7,7,7
2446,233,34,21,21,21,21
2447,89,14,8,8,8,8
2448,229,34,21,19,18,18
2449,178,29,13,13,13,13
2450,117,18,13,13,13,13
2451,211,27,23,18,17,18
2452,154,27,14,14,14,14
2453,118,19,13,11,11,11
2454,170,26,14,14,14,14
2455,95,19,8,8,8,8
2456,256,38,25,24,24,24
2457,27,5,2,2,2,2
2458,37,5,3,3,3,3
2459,242,36,22,22,20,21
2460,91,16,8,8,8,8
2461,80,15,7,7,7,7
2462,186,30,16,16,16,16
2463,143,25,15,15,15,15
2464,293,46,29,29,29,29
2465,50,8,4,4,4,4
2466,281,42,28,27,26,26
2467,170,24,16,16,16,16
2468,300,44,30,28,27,28
2469,248,41,23,23,23,23
2470,102,18,10,10,10,10
2471,179,30,15,13,13,13
2472,190,25,17,17,17,17
2473,237,40,25,22,22,22
2474,177,25,16,16,16,16
2475,80,11,8,8,8,8
2476,22,4,2,2,2,2
2477,87,17,10,10,10,10
2478,69,10,6,6,6,6
2479,281,48,25,21,21,21
2480,196,36,17,17,17,17
2481,136,23,13,12,12,12
2482,143,23,15,14,14,14
2483,173,33,20,18,18,18
2484,89,16,9,9,9,9
2485,108,20,9,9,9,9
2486,144,21,12,11,11,11
2487,150,25,15,15,14,14
2488,165,26,21,18,18,18
2489,126,20,12,12,12,12
2490,88,13,9,9,9,9
2491,171,25,18,17,17,17
2492,106,19,13,13,13,13
2493,36,8,5,5,5,5
2494,38,8,3,3,3,3
2495,75,10,5,5,5,5
2496,208,33,20,19,19,19
2497,212,35,21,19,19,19
2498,115,17,9,9,9,9
2499,273,42,30,30,29,30
2500,93,16,7,7,7,7
2501,169,23,12,12,12,12
2502,264,44,25,23,22,22
2503,50,8,5,5,5,5
2504,298,53,29,26,25,25
2505,125,22,11,11,11,11
2506,89,15,10,10,10,10
2507,145,20,15,15,15,15
2508,153,25,14,13,12,13
2509,196,28,18,16,16,16
2510,105,17,11,11,11,11
2511,179,27,17,17,17,17
2512,85,13,9,9,9,9
2513,131,24,13,13,13,13
2514,138,19,13,13,13,13
2515,151,22,15,13,12,13
2516,207,32,22,22,22,22
2517,114,18,10,10,10,10
2518,182,30,15,15,15,15
2519,120,17,11,11,11,11
2520,164,26,19,17,16,17
2521,128,22,15,15,15,15
2522,164,25,16,16,16,16
2523,58,10,6,6,6,6
2524,102,16,10,10,10,10
2525,127,20,14,14,14,14
2526,181,31,18,18,18,18
2527,69,12,7,7,7,7
2528,82,13,7,7,7,7
2529,271,44,25,25,25,25
2530,97,12,8,8,8,8
2531,139,24,15,15,15,15
2532,130,23,12,12,11,11
2533,77,13,6,6,6,6
2534,127,22,13,13,13,13
2535,231,36,22,21,21,21
2536,50,7,4,4,4,4
2537,74,12,9,9,9,9
2538,124,19,10,10,10,10
2539,184,31,20,19,19,19
2540,42,6,3,3,3,3
2541,126,21,12,12,12,12
2542,113,19,11,11,11,11
2543,164,23,20,19,19,19
2544,119,18,11,11,11,11
2545,80,15,7,7,7,7
2546,111,17,10,10,10,10
2547,121,22,12,12,12,12
2548,59,12,6,6,6,6
2549,152,22,15,14,14,14
2550,78,13,8,8,8,8
2551,131,23,14,13,12,12
2552,49,11,4,4,4,4
2553,69,9,5,5,5,5
2554,164,27,17,17,17,17
2555,66,12,4,4,4,4
2556,12,2,1,1,1,1
2557,20,4,1,1,1,1
2558,56,9,4,4,4,4
2559,89,13,8,8,8,8
2560,103,20,11,11,11,11
2561,152,24,16,14,14,14
2562,108,19,10,10,10,10
2563,105,19,7,6,6,6
2564,221,32,21,21,21,21
2565,218,34,17,15,15,15
2566,182,26,19,17,16,16
2567,118,18,13,13,13,13
2568,73,11,9,9,9,9
2569,107,18,14,13,13,13
2570,265,41,25,24,24,24
2571,100,20,11,10,10,10
2572,171,29,16,16,16,16
2573,95,14,9,9,9,9
2574,132,20,12,12,12,12
2575,44,7,4,4,4,4
2576,21,2,2,2,2,2
2577,151,21,18,18,18,18
2578,68,11,8,8,8,8
2579,53,9,6,6,6,6
2580,215,34,22,21,19,21
2581,167,29,16,16,15,15
2582,166,30,18,15,15,15
2583,177,34,17,17,17,17
2584,207,34,18,16,16,16
2585,144,25,14,14,14,14
2586,156,23,14,14,14,14
2587,142,24,15,15,15,15
2588,144,18,10,10,10,10
2589,191,33,17,17,17,17
2590,173,29,19,18,18,18
2591,223,36,19,19,19,19
2592,275,40,29,27,27,27
2593,55,9,5,5,5,5
2594,21,2,2,2,2,2
2595,157,24,14,14,14,14
2596,57,9,5,5,5,5
2597,162,28,16,16,16,16
2598,92,16,9,8,8,8
2599,116,18,11,10,10,10
2600,145,24,15,15,14,14
2601,78,13,8,8,8,8
2602,141,25,14,14,14,14
2603,212,35,16,16,16,16
2604,69,13,5,5,5,5
2605,167,26,13,13,13,13
2606,109,15,10,9,9,9
2607,125,20,10,10,10,10
2608,109,17,11,11,11,11
2609,33,3,3,3,3,3
2610,90,12,6,6,6,6
2611,175,29,20,20,20,20
2612,166,26,13,13,12,12
2613,106,19,9,9,9,9
2614,160,26,15,15,15,15
2615,206,29,19,19,19,19
2616,187,29,18,17,17,17
2617,145,21,13,13,13,13
2618,127,19,10,10,10,10
2619,171,25,17,16,16,16
2620,99,13,8,8,8,8
2621,72,13,8,8,8,8
2622,63,13,6,6,6,6
2623,31,5,4,4,4,4
2624,160,25,11,11,11,11
2625,82,13,7,7,7,7
2626,145,22,12,11,10,11
2627,225,33,25,21,21,21
2628,139,22,13,13,13,13
2629,159,27,14,14,14,14
2630,149,22,14,14,14,14
2631,205,32,20,19,18,19
2632,180,27,18,16,16,16
2633,141,22,13,13,13,13
2634,106,14,10,10,10,10
2635,37,7,3,3,3,3
2636,126,21,10,9,9,9
2637,149,24,14,14,14,14
2638,258,35,24,23,23,23
2639,121,19,11,11,11,11
2640,111,14,12,12,12,12
2641,211,33,21,21,21,21
2642,213,31,18,18,18,18
2643,178,29,19,19,19,19
2644,227,33,19,19,19,19
2645,176,30,18,18,18,18
2646,137,23,13,13,13,13
2647,126,19,12,12,12,12
2648,154,24,14,13,13,13
2649,141,24,16,13,13,13
2650,135,20,11,10,10,10
2651,81,12,8,8,8,8
2652,186,26,17,17,17,17
2653,61,8,5,5,5,5
2654,215,37,21,19,19,19
2655,211,39,18,18,18,18
2656,143,22,15,15,15,15
2657,194,31,16,16,16,16
2658,156,25,14,14,14,14
2659,110,21,12,12,12,12
2660,90,14,11,11,11,11
2661,187,28,18,17,17,17
2662,56,9,7,7,7,7
2663,57,7,6,6,6,6
2664,208,32,21,21,21,21
2665,113,19,10,10,10,10
2666,133,21,14,14,14,14
2667,72,11,8,8,8,8
2668,151,20,15,15,15,15
2669,56,8,7,7,7,7
2670,86,13,8,8,8,8
2671,149,21,14,14,14,14
2672,56,8,7,7,7,7
2673,51,9,5,5,5,5
2674,130,20,12,12,12,12
2675,54,8,5,5,5,5
2676,108,18,10,10,10,10
2677,108,16,10,10,10,10
2678,68,12,5,5,5,5
2679,138,19,14,14,14,14
2680,117,22,11,10,10,10
2681,79,13,7,7,7,7
2682,135,21,14,14,14,14
2683,57,9,7,7,7,7
2684,237,38,28,27,27,27
2685,148,23,14,14,14,14
2686,98,17,6,6,6,6
2687,224,33,24,23,23,23
2688,67,9,6,6,6,6
2689,85,13,9,9,9,9
2690,96,15,10,10,10,10
2691,121,20,14,13,13,13
2692,87,12,9,9,9,9
2693,191,29,19,19,19,19
2694,19,3,2,2,2,2
2695,105,15,11,11,11,11
2696,105,16,11,11,11,11
2697,146,22,17,16,16,16
2698,164,23,17,17,17,17
2699,69,9,8,8,8,8
2700,145,20,12,12,12,12
2701,80,14,10,10,10,10
2702,121,18,14,14,14,14
2703,91,12,10,10,10,10
2704,80,11,8,8,8,8
2705,175,25,16,14,14,14
2706,115,19,13,13,13,13
2707,121,18,12,11,11,11
2708,111,18,12,12,12,12
2709,8,1,1,1,1,1
2710,154,25,17,16,16,16
2711,119,18,11,11,11,11
2712,206,32,17,16,16,16
2713,79,15,6,6,6,6
2714,140,22,16,16,16,16
2715,104,19,9,9,9,9
2716,116,17,12,11,11,11
2717,250,41,18,18,18,18
2718,73,13,5,5,5,5
2719,78,13,8,8,8,8
2720,91,15,9,9,9,9
2721,139,22,13,13,13,13
2722,65,9,6,6,6,6
2723,64,13,4,4,4,4
2724,72,12,7,7,7,7
2725,159,24,17,17,17,17
2726,130,21,13,12,12,12
2727,201,30,20,20,20,20
2728,98,20,8,8,8,8
2729,209,34,21,20,20,20
2730,43,9,5,5,5,5
2731,59,10,6,6,6,6
2732,77,13,7,7,7,7
2733,184,32,17,17,17,17
2734,108,17,9,8,7,8
2735,141,23,14,14,14,14
2736,186,26,17,17,17,17
2737,67,10,6,6,6,6
2738,36,6,5,5,5,5
2739,131,22,12,11,11,11
2740,164,24,15,15,15,15
2741,26,5,1,1,1,1
2742,47,7,3,3,3,3
2743,117,18,11,11,11,11
2744,135,26,14,13,13,13
2745,47,8,3,3,3,3
2746,89,14,6,6,6,6
2747,118,21,11,11,11,11
2748,81,14,8,8,8,8
2749,91,16,8,7,7,7
2750,35,7,3,3,3,3
2751,74,10,7,7,7,7
2752,115,23,13,12,12,12
2753,68,14,6,6,6,6
2754,225,35,19,19,19,19
2755,101,17,7,7,7,7
2756,103,13,10,10,10,10
2757,136,25,16,16,16,16
2758,47,8,4,4,4,4
2759,71,14,6,6,6,6
2760,61,13,7,7,7,7
2761,62,12,5,5,5,5
2762,172,29,16,15,15,15
2763,143,22,10,10,10,10
2764,141,24,11,11,11,11
2765,232,32,22,22,22,22
2766,245,37,24,24,24,24
2767,155,19,13,13,13,13
2768,62,11,6,6,6,6
2769,171,25,14,14,14,14
2770,192,28,18,18,18,18
2771,68,7,6,6,6,6
2772,200,28,16,16,16,16
2773,87,14,8,8,8,8
2774,127,21,15,15,15,15
2775,178,25,14,14,14,14
2776,82,10,6,6,6,6
2777,235,36,23,22,21,22
2778,241,33,20,20,20,20
2779,132,16,12,12,12,12
2780,163,23,17,17,17,17
2781,112,17,12,12,12,12
2782,106,15,10,10,10,10
2783,161,22,15,14,14,14
2784,103,12,9,9,9,9
2785,217,31,24,22,22,22
2786,38,6,5,5,5,5
2787,120,19,11,11,11,11
2788,49,8,7,7,7,7
2789,167,28,20,17,17,17
2790,102,15,9,9,9,9
2791,150,21,14,14,13,14
2792,95,16,10,10,10,10
2793,107,15,12,12,12,12
2794,188,29,18,16,16,16
2795,40,4,4,4,4,4
2796,88,16,13,13,13,13
2797,126,22,14,14,14,14
2798,159,26,16,15,15,15
2799,78,13,7,7,7,7
2800,10,1,1,1,1,1
2801,195,31,22,21,21,21
2802,90,17,12,12,12,12
2803,69,14,8,8,8,8
2804,42,6,3,3,3,3
2805,52,6,6,6,6,6
2806,214,34,25,24,24,24
2807,142,29,21,13,13,13
2808,79,16,9,9,9,9
2809,73,12,7,7,7,7
2810,98,10,8,6,6,6
2811,234,38,27,21,21,21
2812,126,21,11,11,11,11
2813,39,6,4,4,4,4
2814,90,18,11,11,11,11
2815,119,22,16,10,10,10
2816,106,17,10,10,10,10
2817,37,7,4,4,4,4
2818,64,14,8,8,8,8
2819,124,25,18,12,12,12
2820,57,9,5,5,5,5
2821,33,5,5,5,5,5
2822,140,22,18,18,18,18
2823,198,34,23,21,21,21
2824,13,3,3,3,3,3
2825,62,7,7,7,7,7
2826,139,24,21,21,21,21
2827,37,4,3,3,3,3
2828,13,3,3,3,3,3
2829,37,5,5,5,5,5
2830,161,26,22,22,22,22
2831,66,13,10,10,10,10
2832,178,32,20,20,20,20
2833,13,3,3,3,3,3
2834,43,6,6,6,6,6
2835,148,25,20,20,20,20
2836,68,14,10,10,10,10
2837,179,32,20,18,18,18
2838,13,3,3,3,3,3
2839,42,6,6,6,6,6
2840,144,25,23,22,22,22
2841,39,6,5,5,5,5
2842,13,3,3,3,3,3
2843,114,21,14,14,14,14
2844,108,21,11,11,11,11
2845,108,19,12,12,12,12
2846,130,24,15,15,15,15
2847,41,7,4,4,4,4
2848,68,10,5,5,5,5
2849,152,24,16,16,16,16
2850,81,13,7,7,7,7
